binEndSec,binSec,matchNumber,passActive,second,shootActive,teamNumber
154,1,25,0.0,153,0.0,9696
155,1,25,0.0,154,0.0,9696
156,1,25,0.0,155,0.0,9696
157,1,25,0.0,156,0.0,9696
158,1,25,0.0,157,0.0,9696
159,1,25,0.0,158,0.0,9696
160,1,25,0.0,159,0.0,9696
161,1,25,0.0,160,0.0,9696
162,1,25,0.0,161,0.0,9696
163,1,25,0.0,162,0.0,9696
1,1,25,0.0,0,0.0,9408
2,1,25,0.0,1,0.0,9408
3,1,25,0.0,2,0.0,9408
4,1,25,0.0,3,0.0,9408
5,1,25,0.0,4,0.0,9408
6,1,25,0.0,5,0.0,9408
7,1,25,0.0,6,0.0,9408
8,1,25,0.0,7,0.0,9408
9,1,25,0.0,8,0.0,9408
10,1,25,0.0,9,0.0,9408
11,1,25,0.0,10,0.0,9408
12,1,25,0.0,11,0.0,9408
13,1,25,0.0,12,0.0,9408
14,1,25,0.0,13,0.0,9408
15,1,25,0.0,14,0.0,9408
16,1,25,0.0,15,0.0,9408
17,1,25,0.0,16,0.0,9408
18,1,25,0.0,17,0.0,9408
19,1,25,0.0,18,0.0,9408
20,1,25,0.0,19,0.0,9408
21,1,25,0.0,20,0.0,9408
22,1,25,0.0,21,0.0,9408
23,1,25,0.0,22,0.0,9408
24,1,25,0.0,23,0.0,9408
25,1,25,0.0,24,0.0,9408
26,1,25,0.0,25,0.0,9408
27,1,25,0.0,26,0.0,9408
28,1,25,0.0,27,0.0,9408
29,1,25,0.0,28,0.0,9408
30,1,25,0.0,29,0.0,9408
31,1,25,0.0,30,0.0,9408
32,1,25,0.8,31,0.0,9408
33,1,25,1.0,32,0.0,9408
34,1,25,1.0,33,0.0,9408
35,1,25,0.75,34,0.0,9408
36,1,25,0.0,35,0.6,9408
37,1,25,0.0,36,1.0,9408
38,1,25,0.0,37,1.0,9408
39,1,25,0.0,38,1.0,9408
40,1,25,0.0,39,1.0,9408
41,1,25,0.65,40,0.15,9408
42,1,25,0.67,41,0.0,9408
43,1,25,1.0,42,0.0,9408
44,1,25,1.0,43,0.0,9408
45,1,25,1.0,44,0.0,9408
46,1,25,0.2,45,0.65,9408
47,1,25,0.0,46,1.0,9408
48,1,25,0.0,47,1.0,9408
49,1,25,0.0,48,1.0,9408
50,1,25,0.0,49,1.0,9408
51,1,25,0.0,50,1.0,9408
52,1,25,0.0,51,0.62,9408
53,1,25,0.95,52,0.0,9408
54,1,25,1.0,53,0.0,9408
55,1,25,1.0,54,0.0,9408
56,1,25,1.0,55,0.0,9408
57,1,25,1.0,56,0.0,9408
58,1,25,0.22,57,0.35,9408
59,1,25,0.0,58,1.0,9408
60,1,25,0.0,59,1.0,9408
61,1,25,0.0,60,1.0,9408
62,1,25,0.15,61,0.85,9408
63,1,25,1.0,62,0.0,9408
64,1,25,1.0,63,0.0,9408
65,1,25,1.0,64,0.0,9408
66,1,25,1.0,65,0.0,9408
67,1,25,1.0,66,0.0,9408
68,1,25,1.0,67,0.0,9408
69,1,25,1.0,68,0.0,9408
70,1,25,1.0,69,0.0,9408
71,1,25,1.0,70,0.0,9408
72,1,25,1.0,71,0.0,9408
73,1,25,1.0,72,0.0,9408
74,1,25,0.83,73,0.0,9408
75,1,25,0.0,74,0.0,9408
76,1,25,0.0,75,0.0,9408
77,1,25,0.0,76,0.0,9408
78,1,25,0.0,77,0.0,9408
79,1,25,0.0,78,0.0,9408
80,1,25,0.0,79,0.0,9408
81,1,25,0.0,80,0.0,9408
82,1,25,0.0,81,0.0,9408
83,1,25,0.0,82,0.4,9408
84,1,25,0.0,83,1.0,9408
85,1,25,0.0,84,1.0,9408
86,1,25,0.0,85,1.0,9408
87,1,25,0.0,86,1.0,9408
88,1,25,0.0,87,1.0,9408
89,1,25,0.0,88,1.0,9408
90,1,25,0.0,89,0.46,9408
91,1,25,0.0,90,0.0,9408
92,1,25,0.0,91,0.0,9408
93,1,25,0.0,92,0.0,9408
94,1,25,0.1,93,0.2,9408
95,1,25,0.0,94,0.0,9408
96,1,25,0.0,95,0.8,9408
97,1,25,0.0,96,1.0,9408
98,1,25,0.0,97,1.0,9408
99,1,25,0.0,98,0.3,9408
100,1,25,0.2,99,0.0,9408
101,1,25,1.0,100,0.0,9408
102,1,25,1.0,101,0.0,9408
103,1,25,0.35,102,0.5,9408
104,1,25,0.0,103,1.0,9408
105,1,25,0.0,104,1.0,9408
106,1,25,0.0,105,1.0,9408
107,1,25,0.0,106,1.0,9408
108,1,25,0.0,107,0.8,9408
109,1,25,0.0,108,0.5,9408
110,1,25,0.0,109,1.0,9408
111,1,25,0.0,110,0.45,9408
112,1,25,0.0,111,0.0,9408
113,1,25,0.0,112,0.0,9408
114,1,25,0.0,113,0.0,9408
115,1,25,0.5,114,0.0,9408
116,1,25,1.0,115,0.0,9408
117,1,25,1.0,116,0.0,9408
118,1,25,1.0,117,0.0,9408
119,1,25,1.0,118,0.0,9408
120,1,25,1.0,119,0.0,9408
121,1,25,1.0,120,0.0,9408
122,1,25,1.0,121,0.0,9408
123,1,25,1.0,122,0.0,9408
124,1,25,1.0,123,0.0,9408
125,1,25,1.0,124,0.0,9408
126,1,25,1.0,125,0.0,9408
127,1,25,1.0,126,0.0,9408
128,1,25,1.0,127,0.0,9408
129,1,25,1.0,128,0.0,9408
130,1,25,1.0,129,0.0,9408
131,1,25,1.0,130,0.0,9408
132,1,25,0.7,131,0.0,9408
133,1,25,0.0,132,0.5,9408
134,1,25,0.0,133,1.0,9408
135,1,25,0.0,134,1.0,9408
136,1,25,0.0,135,1.0,9408
137,1,25,0.0,136,1.0,9408
138,1,25,0.0,137,1.0,9408
139,1,25,0.0,138,0.2,9408
140,1,25,0.4,139,0.0,9408
141,1,25,0.95,140,0.0,9408
142,1,25,0.4,141,0.0,9408
143,1,25,1.0,142,0.0,9408
144,1,25,1.0,143,0.0,9408
145,1,25,1.0,144,0.0,9408
146,1,25,0.81,145,0.05,9408
147,1,25,0.0,146,1.0,9408
148,1,25,0.0,147,1.0,9408
149,1,25,0.0,148,1.0,9408
150,1,25,0.0,149,1.0,9408
151,1,25,0.0,150,1.0,9408
152,1,25,0.0,151,1.0,9408
153,1,25,0.0,152,0.6,9408
154,1,25,0.7,153,0.0,9408
155,1,25,1.0,154,0.0,9408
156,1,25,1.0,155,0.0,9408
157,1,25,1.0,156,0.0,9408
158,1,25,1.0,157,0.0,9408
159,1,25,1.0,158,0.0,9408
160,1,25,1.0,159,0.0,9408
161,1,25,1.0,160,0.0,9408
162,1,25,0.21,161,0.55,9408
163,1,25,0.0,162,1.0,9408
1,1,25,0.0,0,0.0,867
2,1,25,0.0,1,0.0,867
3,1,25,0.0,2,0.0,867
4,1,25,0.0,3,0.0,867
5,1,25,0.0,4,0.0,867
6,1,25,0.0,5,0.0,867
7,1,25,0.0,6,0.0,867
8,1,25,0.0,7,0.0,867
9,1,25,0.0,8,0.0,867
10,1,25,0.0,9,0.0,867
11,1,25,0.0,10,0.0,867
12,1,25,0.0,11,0.0,867
13,1,25,0.0,12,0.0,867
14,1,25,0.0,13,0.0,867
15,1,25,0.0,14,0.0,867
16,1,25,0.0,15,0.0,867
17,1,25,0.0,16,0.0,867
18,1,25,0.0,17,0.0,867
19,1,25,0.0,18,0.0,867
20,1,25,0.0,19,0.0,867
21,1,25,0.0,20,0.0,867
22,1,25,0.0,21,0.0,867
23,1,25,0.0,22,0.0,867
24,1,25,0.0,23,0.0,867
25,1,25,0.0,24,0.0,867
26,1,25,0.0,25,0.0,867
27,1,25,0.0,26,0.0,867
28,1,25,0.0,27,0.0,867
29,1,25,0.0,28,0.0,867
30,1,25,0.0,29,0.0,867
31,1,25,0.0,30,0.0,867
32,1,25,0.0,31,0.0,867
33,1,25,0.0,32,0.0,867
34,1,25,0.0,33,0.0,867
35,1,25,0.0,34,0.0,867
36,1,25,0.0,35,0.0,867
37,1,25,0.0,36,0.0,867
38,1,25,0.0,37,0.0,867
39,1,25,0.0,38,0.0,867
40,1,25,0.0,39,0.0,867
41,1,25,0.0,40,0.0,867
42,1,25,0.0,41,0.0,867
43,1,25,0.0,42,0.0,867
44,1,25,0.0,43,0.0,867
45,1,25,0.0,44,0.0,867
46,1,25,0.0,45,0.0,867
47,1,25,0.0,46,0.0,867
48,1,25,0.0,47,0.0,867
49,1,25,0.0,48,0.0,867
50,1,25,0.0,49,0.91,867
51,1,25,0.0,50,1.0,867
52,1,25,0.0,51,1.0,867
53,1,25,0.0,52,1.0,867
54,1,25,0.0,53,0.74,867
55,1,25,0.0,54,0.0,867
56,1,25,0.0,55,0.0,867
57,1,25,0.0,56,0.0,867
58,1,25,0.0,57,0.0,867
59,1,25,0.0,58,0.0,867
60,1,25,0.0,59,0.0,867
61,1,25,0.0,60,0.0,867
62,1,25,0.0,61,0.0,867
63,1,25,0.0,62,0.0,867
64,1,25,0.0,63,0.0,867
65,1,25,0.0,64,0.0,867
66,1,25,0.0,65,0.0,867
67,1,25,0.0,66,0.0,867
68,1,25,0.0,67,0.0,867
69,1,25,0.0,68,0.0,867
70,1,25,0.0,69,0.0,867
71,1,25,0.0,70,0.0,867
72,1,25,0.0,71,0.0,867
73,1,25,0.0,72,0.0,867
74,1,25,0.0,73,0.0,867
75,1,25,0.0,74,0.0,867
76,1,25,0.0,75,0.0,867
77,1,25,0.0,76,0.0,867
78,1,25,0.0,77,0.0,867
79,1,25,0.0,78,0.0,867
80,1,25,0.0,79,0.0,867
81,1,25,0.0,80,0.0,867
82,1,25,0.0,81,0.0,867
83,1,25,0.0,82,0.0,867
84,1,25,0.0,83,0.0,867
85,1,25,0.0,84,0.0,867
86,1,25,0.0,85,0.0,867
87,1,25,0.0,86,0.0,867
88,1,25,0.0,87,0.0,867
89,1,25,0.0,88,0.0,867
90,1,25,0.0,89,0.0,867
91,1,25,0.0,90,0.0,867
92,1,25,0.0,91,0.0,867
93,1,25,0.0,92,0.0,867
94,1,25,0.0,93,0.0,867
95,1,25,0.0,94,0.0,867
96,1,25,0.0,95,0.0,867
97,1,25,0.0,96,0.0,867
98,1,25,0.0,97,0.0,867
99,1,25,0.0,98,0.0,867
100,1,25,0.0,99,0.0,867
101,1,25,0.0,100,0.0,867
102,1,25,0.0,101,0.0,867
103,1,25,0.0,102,0.0,867
104,1,25,0.0,103,0.0,867
105,1,25,0.0,104,0.0,867
106,1,25,0.0,105,0.0,867
107,1,25,0.0,106,0.0,867
108,1,25,0.0,107,0.0,867
109,1,25,0.0,108,0.0,867
110,1,25,0.0,109,0.0,867
111,1,25,0.0,110,0.0,867
112,1,25,0.0,111,0.0,867
113,1,25,0.0,112,0.0,867
114,1,25,0.0,113,0.0,867
115,1,25,0.0,114,0.0,867
116,1,25,0.0,115,0.0,867
117,1,25,0.0,116,0.0,867
118,1,25,0.0,117,0.0,867
119,1,25,0.0,118,0.0,867
120,1,25,0.0,119,0.0,867
121,1,25,0.0,120,0.0,867
122,1,25,0.0,121,0.0,867
123,1,25,0.0,122,0.0,867
124,1,25,0.0,123,0.0,867
125,1,25,0.0,124,0.0,867
126,1,25,0.0,125,0.0,867
127,1,25,0.0,126,0.0,867
128,1,25,0.0,127,0.0,867
129,1,25,0.0,128,0.0,867
130,1,25,0.0,129,0.0,867
131,1,25,0.0,130,0.0,867
132,1,25,0.0,131,0.0,867
133,1,25,0.0,132,0.0,867
134,1,25,0.0,133,0.0,867
135,1,25,0.0,134,0.0,867
136,1,25,0.0,135,0.0,867
137,1,25,0.0,136,0.0,867
138,1,25,0.0,137,0.0,867
139,1,25,0.0,138,0.0,867
140,1,25,0.0,139,0.0,867
141,1,25,0.0,140,0.0,867
142,1,25,0.0,141,0.0,867
143,1,25,0.0,142,0.0,867
144,1,25,0.0,143,0.0,867
145,1,25,0.0,144,0.0,867
146,1,25,0.0,145,0.0,867
147,1,25,0.0,146,0.0,867
148,1,25,0.0,147,0.0,867
149,1,25,0.0,148,0.0,867
150,1,25,0.0,149,0.0,867
151,1,25,0.0,150,0.0,867
152,1,25,0.0,151,0.0,867
153,1,25,0.0,152,0.0,867
154,1,25,0.0,153,0.0,867
155,1,25,0.0,154,0.0,867
156,1,25,0.0,155,0.0,867
157,1,25,0.0,156,0.0,867
158,1,25,0.0,157,0.0,867
159,1,25,0.0,158,0.0,867
160,1,25,0.0,159,0.0,867
161,1,25,0.0,160,0.0,867
162,1,25,0.0,161,0.0,867
163,1,25,0.0,162,0.0,867
1,1,25,0.0,0,0.0,2584
2,1,25,0.0,1,0.0,2584
3,1,25,0.0,2,0.0,2584
4,1,25,0.0,3,0.0,2584
5,1,25,0.0,4,0.0,2584
6,1,25,0.0,5,0.0,2584
7,1,25,0.0,6,0.0,2584
8,1,25,0.0,7,0.0,2584
9,1,25,0.0,8,0.0,2584
10,1,25,0.0,9,0.0,2584
11,1,25,0.0,10,0.25,2584
12,1,25,0.0,11,0.45,2584
13,1,25,0.0,12,0.0,2584
14,1,25,0.0,13,0.0,2584
15,1,25,0.0,14,0.55,2584
16,1,25,0.0,15,0.0,2584
17,1,25,0.0,16,0.0,2584
18,1,25,0.0,17,0.0,2584
19,1,25,0.0,18,0.0,2584
20,1,25,0.0,19,0.0,2584
21,1,25,0.1,20,0.0,2584
22,1,25,0.0,21,0.0,2584
23,1,25,0.0,22,0.0,2584
24,1,25,0.0,23,0.0,2584
25,1,25,0.0,24,0.0,2584
26,1,25,0.0,25,0.0,2584
27,1,25,0.0,26,0.0,2584
28,1,25,0.0,27,0.0,2584
29,1,25,0.0,28,0.0,2584
30,1,25,0.0,29,0.0,2584
31,1,25,0.0,30,0.0,2584
32,1,25,0.0,31,1.0,2584
33,1,25,0.0,32,1.0,2584
34,1,25,0.0,33,0.25,2584
35,1,25,0.0,34,0.0,2584
36,1,25,0.0,35,0.0,2584
37,1,25,0.0,36,0.0,2584
38,1,25,0.0,37,0.0,2584
39,1,25,0.0,38,0.9,2584
40,1,25,0.0,39,0.8,2584
41,1,25,0.0,40,0.0,2584
42,1,25,0.0,41,0.0,2584
43,1,25,0.0,42,0.15,2584
44,1,25,0.0,43,0.0,2584
45,1,25,0.0,44,0.0,2584
46,1,25,0.0,45,0.0,2584
47,1,25,0.0,46,0.0,2584
48,1,25,0.0,47,0.0,2584
49,1,25,0.0,48,0.55,2584
50,1,25,0.0,49,0.15,2584
51,1,25,0.0,50,0.0,2584
52,1,25,0.0,51,0.0,2584
53,1,25,0.0,52,0.0,2584
54,1,25,0.0,53,0.55,2584
55,1,25,0.0,54,0.2,2584
56,1,25,0.0,55,0.0,2584
57,1,25,0.0,56,0.0,2584
58,1,25,0.0,57,0.0,2584
59,1,25,0.0,58,0.0,2584
60,1,25,0.0,59,0.0,2584
61,1,25,0.0,60,0.0,2584
62,1,25,0.0,61,0.0,2584
63,1,25,0.0,62,0.0,2584
64,1,25,0.0,63,0.0,2584
65,1,25,0.0,64,0.0,2584
66,1,25,0.0,65,0.0,2584
67,1,25,0.0,66,0.0,2584
68,1,25,0.0,67,0.0,2584
69,1,25,0.0,68,0.0,2584
70,1,25,0.0,69,0.0,2584
71,1,25,0.0,70,0.0,2584
72,1,25,0.0,71,0.0,2584
73,1,25,0.0,72,0.0,2584
74,1,25,0.0,73,0.0,2584
75,1,25,0.0,74,0.0,2584
76,1,25,0.0,75,0.0,2584
77,1,25,0.0,76,0.0,2584
78,1,25,0.0,77,0.0,2584
79,1,25,0.0,78,0.0,2584
80,1,25,0.0,79,0.0,2584
81,1,25,0.0,80,0.0,2584
82,1,25,0.0,81,0.0,2584
83,1,25,0.0,82,0.0,2584
84,1,25,0.0,83,0.0,2584
85,1,25,0.0,84,0.0,2584
86,1,25,0.0,85,0.0,2584
87,1,25,0.0,86,0.0,2584
88,1,25,0.0,87,0.0,2584
89,1,25,0.0,88,0.0,2584
90,1,25,0.0,89,0.0,2584
91,1,25,0.0,90,0.0,2584
92,1,25,0.0,91,0.0,2584
93,1,25,0.0,92,0.0,2584
94,1,25,0.0,93,0.0,2584
95,1,25,0.0,94,0.0,2584
96,1,25,0.0,95,0.15,2584
97,1,25,0.0,96,1.0,2584
98,1,25,0.0,97,0.36,2584
99,1,25,0.0,98,0.0,2584
100,1,25,0.0,99,0.0,2584
101,1,25,0.0,100,0.0,2584
102,1,25,0.0,101,0.0,2584
103,1,25,0.0,102,0.85,2584
104,1,25,0.0,103,1.0,2584
105,1,25,0.0,104,0.0,2584
106,1,25,0.0,105,0.0,2584
107,1,25,0.0,106,0.0,2584
108,1,25,0.0,107,0.0,2584
109,1,25,0.0,108,0.0,2584
110,1,25,0.0,109,0.0,2584
111,1,25,0.0,110,0.7,2584
112,1,25,0.0,111,1.0,2584
113,1,25,0.0,112,1.0,2584
114,1,25,0.0,113,0.16,2584
115,1,25,0.0,114,0.0,2584
116,1,25,0.0,115,0.0,2584
117,1,25,0.0,116,0.1,2584
118,1,25,0.0,117,0.55,2584
119,1,25,0.0,118,0.0,2584
120,1,25,0.0,119,0.62,2584
121,1,25,0.0,120,0.0,2584
122,1,25,0.0,121,0.0,2584
123,1,25,0.0,122,0.0,2584
124,1,25,0.0,123,0.0,2584
125,1,25,0.0,124,0.0,2584
126,1,25,0.0,125,0.0,2584
127,1,25,0.0,126,0.0,2584
128,1,25,0.0,127,0.0,2584
129,1,25,0.0,128,0.0,2584
130,1,25,0.0,129,0.0,2584
131,1,25,0.0,130,0.0,2584
132,1,25,0.0,131,0.5,2584
133,1,25,0.0,132,1.0,2584
134,1,25,0.0,133,1.0,2584
135,1,25,0.0,134,0.05,2584
136,1,25,0.0,135,0.0,2584
137,1,25,0.0,136,0.0,2584
138,1,25,0.0,137,0.55,2584
139,1,25,0.0,138,1.0,2584
140,1,25,0.0,139,1.0,2584
141,1,25,0.0,140,0.8,2584
142,1,25,0.0,141,0.0,2584
143,1,25,0.0,142,0.0,2584
144,1,25,0.0,143,0.0,2584
145,1,25,0.0,144,0.0,2584
146,1,25,0.0,145,0.85,2584
147,1,25,0.0,146,0.9,2584
148,1,25,0.0,147,0.0,2584
149,1,25,0.0,148,0.0,2584
150,1,25,0.0,149,0.0,2584
151,1,25,0.0,150,0.0,2584
152,1,25,0.0,151,0.0,2584
153,1,25,0.0,152,0.0,2584
154,1,25,0.0,153,0.0,2584
155,1,25,0.0,154,0.0,2584
156,1,25,0.0,155,0.0,2584
157,1,25,0.0,156,0.0,2584
158,1,25,0.0,157,0.0,2584
159,1,25,0.0,158,0.0,2584
160,1,25,0.0,159,0.0,2584
161,1,25,0.0,160,0.0,2584
162,1,25,0.0,161,0.0,2584
163,1,25,0.0,162,0.0,2584
1,1,26,0.0,0,0.0,4123
2,1,26,0.0,1,0.0,4123
3,1,26,0.0,2,0.0,4123
4,1,26,0.0,3,0.0,4123
5,1,26,0.0,4,0.0,4123
6,1,26,0.0,5,0.0,4123
7,1,26,0.0,6,0.0,4123
8,1,26,0.0,7,0.0,4123
9,1,26,0.0,8,0.0,4123
10,1,26,0.0,9,0.0,4123
11,1,26,0.0,10,0.0,4123
12,1,26,0.0,11,0.0,4123
13,1,26,0.0,12,0.0,4123
14,1,26,0.0,13,0.0,4123
15,1,26,0.0,14,0.0,4123
16,1,26,0.0,15,0.0,4123
17,1,26,0.0,16,0.0,4123
18,1,26,0.0,17,0.0,4123
19,1,26,0.0,18,0.0,4123
20,1,26,0.0,19,0.0,4123
21,1,26,0.0,20,0.0,4123
22,1,26,0.0,21,0.0,4123
23,1,26,0.0,22,0.0,4123
24,1,26,0.0,23,0.0,4123
25,1,26,0.0,24,0.0,4123
26,1,26,0.0,25,0.0,4123
27,1,26,0.0,26,0.0,4123
28,1,26,0.0,27,0.0,4123
29,1,26,0.0,28,0.0,4123
30,1,26,0.0,29,0.0,4123
31,1,26,0.0,30,0.0,4123
32,1,26,0.0,31,0.0,4123
33,1,26,0.0,32,0.0,4123
34,1,26,0.0,33,0.0,4123
35,1,26,0.0,34,0.0,4123
36,1,26,0.0,35,0.0,4123
37,1,26,0.0,36,0.0,4123
38,1,26,0.0,37,0.0,4123
39,1,26,0.0,38,0.0,4123
40,1,26,0.0,39,0.0,4123
41,1,26,0.0,40,0.0,4123
42,1,26,0.0,41,0.0,4123
43,1,26,0.0,42,0.0,4123
44,1,26,0.0,43,0.0,4123
45,1,26,0.0,44,0.0,4123
46,1,26,0.0,45,0.0,4123
47,1,26,0.0,46,0.0,4123
48,1,26,0.0,47,0.0,4123
49,1,26,0.0,48,0.0,4123
50,1,26,0.0,49,0.0,4123
51,1,26,0.0,50,0.0,4123
52,1,26,0.0,51,0.0,4123
53,1,26,0.0,52,0.0,4123
54,1,26,0.0,53,0.0,4123
55,1,26,0.0,54,0.0,4123
56,1,26,0.0,55,0.0,4123
57,1,26,0.0,56,0.0,4123
58,1,26,0.0,57,0.0,4123
59,1,26,0.0,58,0.0,4123
60,1,26,0.0,59,0.0,4123
61,1,26,0.0,60,0.0,4123
62,1,26,0.0,61,0.0,4123
63,1,26,0.0,62,0.0,4123
64,1,26,0.0,63,0.0,4123
65,1,26,0.0,64,0.0,4123
66,1,26,0.0,65,0.0,4123
67,1,26,0.0,66,0.0,4123
68,1,26,0.0,67,0.0,4123
69,1,26,0.0,68,0.0,4123
70,1,26,0.0,69,0.0,4123
71,1,26,0.0,70,0.0,4123
72,1,26,0.0,71,0.0,4123
73,1,26,0.0,72,0.0,4123
74,1,26,0.0,73,0.0,4123
75,1,26,0.0,74,0.0,4123
76,1,26,0.0,75,0.0,4123
77,1,26,0.0,76,0.0,4123
78,1,26,0.0,77,0.0,4123
79,1,26,0.0,78,0.0,4123
80,1,26,0.0,79,0.0,4123
81,1,26,0.0,80,0.0,4123
82,1,26,0.0,81,0.0,4123
83,1,26,0.0,82,0.0,4123
84,1,26,0.0,83,0.0,4123
85,1,26,0.0,84,0.0,4123
86,1,26,0.0,85,0.0,4123
87,1,26,0.0,86,0.0,4123
88,1,26,0.0,87,0.0,4123
89,1,26,0.0,88,0.0,4123
90,1,26,0.0,89,0.0,4123
91,1,26,0.0,90,0.0,4123
92,1,26,0.0,91,0.0,4123
93,1,26,0.0,92,0.0,4123
94,1,26,0.0,93,0.0,4123
95,1,26,0.0,94,0.0,4123
96,1,26,0.0,95,0.0,4123
97,1,26,0.0,96,0.0,4123
98,1,26,0.0,97,0.0,4123
99,1,26,0.0,98,0.0,4123
100,1,26,0.0,99,0.0,4123
101,1,26,0.0,100,0.0,4123
102,1,26,0.0,101,0.0,4123
103,1,26,0.0,102,0.0,4123
104,1,26,0.0,103,0.0,4123
105,1,26,0.0,104,0.0,4123
106,1,26,0.0,105,0.0,4123
107,1,26,0.0,106,0.0,4123
108,1,26,0.0,107,0.0,4123
109,1,26,0.0,108,0.0,4123
110,1,26,0.0,109,0.0,4123
111,1,26,0.0,110,0.0,4123
112,1,26,0.0,111,0.0,4123
113,1,26,0.0,112,0.0,4123
114,1,26,0.0,113,0.0,4123
115,1,26,0.0,114,0.0,4123
116,1,26,0.0,115,0.0,4123
117,1,26,0.0,116,0.0,4123
118,1,26,0.0,117,0.0,4123
119,1,26,0.0,118,0.0,4123
120,1,26,0.0,119,0.0,4123
121,1,26,0.0,120,0.0,4123
122,1,26,0.0,121,0.0,4123
123,1,26,0.0,122,0.0,4123
124,1,26,0.0,123,0.0,4123
125,1,26,0.0,124,0.0,4123
126,1,26,0.0,125,0.0,4123
127,1,26,0.0,126,0.0,4123
128,1,26,0.0,127,0.0,4123
129,1,26,0.0,128,0.0,4123
130,1,26,0.0,129,0.0,4123
131,1,26,0.0,130,0.0,4123
132,1,26,0.0,131,0.0,4123
133,1,26,0.0,132,0.0,4123
134,1,26,0.0,133,0.0,4123
135,1,26,0.0,134,0.0,4123
136,1,26,0.0,135,0.0,4123
137,1,26,0.0,136,0.0,4123
138,1,26,0.0,137,0.0,4123
139,1,26,0.0,138,0.0,4123
140,1,26,0.0,139,0.0,4123
141,1,26,0.0,140,0.0,4123
142,1,26,0.0,141,0.0,4123
143,1,26,0.0,142,0.0,4123
144,1,26,0.0,143,0.0,4123
145,1,26,0.0,144,0.0,4123
146,1,26,0.0,145,0.0,4123
147,1,26,0.0,146,0.0,4123
148,1,26,0.0,147,0.0,4123
149,1,26,0.0,148,0.0,4123
150,1,26,0.0,149,0.0,4123
151,1,26,0.0,150,0.0,4123
152,1,26,0.0,151,0.0,4123
153,1,26,0.0,152,0.0,4123
154,1,26,0.0,153,0.0,4123
155,1,26,0.0,154,0.0,4123
156,1,26,0.0,155,0.0,4123
157,1,26,0.0,156,0.0,4123
158,1,26,0.0,157,0.0,4123
159,1,26,0.0,158,0.0,4123
160,1,26,0.0,159,0.0,4123
161,1,26,0.0,160,0.0,4123
162,1,26,0.0,161,0.0,4123
163,1,26,0.0,162,0.0,4123
1,1,26,0.0,0,0.0,1661
2,1,26,0.0,1,0.0,1661
3,1,26,0.0,2,0.0,1661
4,1,26,0.0,3,0.0,1661
5,1,26,0.0,4,0.0,1661
6,1,26,0.0,5,0.0,1661
7,1,26,0.0,6,0.0,1661
8,1,26,0.0,7,0.0,1661
9,1,26,0.0,8,0.0,1661
10,1,26,0.0,9,0.0,1661
11,1,26,0.0,10,0.0,1661
12,1,26,0.0,11,0.0,1661
13,1,26,0.0,12,0.0,1661
14,1,26,0.0,13,0.0,1661
15,1,26,0.0,14,0.0,1661
16,1,26,0.0,15,0.0,1661
17,1,26,0.0,16,0.0,1661
18,1,26,0.0,17,0.0,1661
19,1,26,0.0,18,0.0,1661
20,1,26,0.0,19,0.0,1661
21,1,26,0.0,20,0.0,1661
22,1,26,0.0,21,0.0,1661
23,1,26,0.0,22,0.0,1661
24,1,26,0.0,23,0.0,1661
25,1,26,0.0,24,0.35,1661
26,1,26,0.0,25,0.95,1661
27,1,26,0.0,26,0.0,1661
28,1,26,0.0,27,0.05,1661
29,1,26,0.0,28,0.5,1661
30,1,26,0.0,29,0.0,1661
31,1,26,0.0,30,0.0,1661
32,1,26,0.0,31,0.0,1661
33,1,26,0.0,32,0.0,1661
34,1,26,0.0,33,0.0,1661
35,1,26,0.0,34,0.0,1661
36,1,26,0.0,35,0.0,1661
37,1,26,0.0,36,0.0,1661
38,1,26,0.0,37,0.0,1661
39,1,26,0.0,38,0.0,1661
40,1,26,0.0,39,0.0,1661
41,1,26,0.0,40,0.0,1661
42,1,26,0.0,41,0.8,1661
43,1,26,0.0,42,0.35,1661
44,1,26,0.0,43,0.0,1661
45,1,26,0.0,44,0.0,1661
46,1,26,0.0,45,0.0,1661
47,1,26,0.0,46,0.0,1661
48,1,26,0.0,47,0.0,1661
49,1,26,0.0,48,0.4,1661
50,1,26,0.0,49,1.0,1661
51,1,26,0.0,50,1.0,1661
52,1,26,0.0,51,1.0,1661
53,1,26,0.0,52,1.0,1661
54,1,26,0.0,53,0.1,1661
55,1,26,0.0,54,0.25,1661
56,1,26,0.0,55,1.0,1661
57,1,26,0.0,56,0.55,1661
58,1,26,0.0,57,0.0,1661
59,1,26,0.0,58,0.0,1661
60,1,26,0.0,59,0.0,1661
61,1,26,0.0,60,0.0,1661
62,1,26,0.0,61,0.0,1661
63,1,26,0.0,62,0.0,1661
64,1,26,0.0,63,0.0,1661
65,1,26,0.0,64,0.0,1661
66,1,26,0.0,65,0.0,1661
67,1,26,0.0,66,0.0,1661
68,1,26,0.0,67,0.0,1661
69,1,26,0.0,68,0.0,1661
70,1,26,0.0,69,0.0,1661
71,1,26,0.0,70,0.0,1661
72,1,26,0.0,71,0.0,1661
73,1,26,0.0,72,0.0,1661
74,1,26,0.0,73,0.0,1661
75,1,26,0.0,74,0.0,1661
76,1,26,0.0,75,0.0,1661
77,1,26,0.0,76,0.0,1661
78,1,26,0.0,77,0.0,1661
79,1,26,0.0,78,0.0,1661
80,1,26,0.0,79,0.0,1661
81,1,26,0.0,80,0.0,1661
