alliance,canonicalX,canonicalY,fingerprint,index,kind,matchNumber,tSec,teamNumber,x,y
red,0.4694,0.7011,fake-6000-10-red-right-47311,10,path,10,15.38,6000,0.4694,0.7011
red,0.4796,0.6919,fake-6000-10-red-right-47311,11,path,10,16.92,6000,0.4796,0.6919
red,0.4346,0.6692,fake-6000-10-red-right-47311,12,path,10,18.46,6000,0.4346,0.6692
red,0.4177,0.651,fake-6000-10-red-right-47311,13,path,10,20.0,6000,0.4177,0.651
red,0.5911,0.7105,fake-6000-10-red-right-47311,0,shot,10,7.69,6000,0.5911,0.7105
red,0.5125,0.724,fake-6000-10-red-right-47311,1,shot,10,12.31,6000,0.5125,0.724
blue,0.6738999999999999,0.346,fake-4322-10-blue-left-17214,0,path,10,0.0,4322,0.3261,0.346
blue,0.6135999999999999,0.3447,fake-4322-10-blue-left-17214,1,path,10,1.54,4322,0.3864,0.3447
blue,0.5820000000000001,0.3692,fake-4322-10-blue-left-17214,2,path,10,3.08,4322,0.418,0.3692
blue,0.565,0.3707,fake-4322-10-blue-left-17214,3,path,10,4.62,4322,0.435,0.3707
blue,0.5557000000000001,0.402,fake-4322-10-blue-left-17214,4,path,10,6.15,4322,0.4443,0.402
blue,0.5043,0.3904,fake-4322-10-blue-left-17214,5,path,10,7.69,4322,0.4957,0.3904
blue,0.5192,0.391,fake-4322-10-blue-left-17214,6,path,10,9.23,4322,0.4808,0.391
blue,0.5169,0.3913,fake-4322-10-blue-left-17214,7,path,10,10.77,4322,0.4831,0.3913
blue,0.5083,0.3778,fake-4322-10-blue-left-17214,8,path,10,12.31,4322,0.4917,0.3778
blue,0.4524,0.3901,fake-4322-10-blue-left-17214,9,path,10,13.85,4322,0.5476,0.3901
blue,0.47319999999999995,0.3557,fake-4322-10-blue-left-17214,10,path,10,15.38,4322,0.5268,0.3557
blue,0.43500000000000005,0.3381,fake-4322-10-blue-left-17214,11,path,10,16.92,4322,0.565,0.3381
blue,0.42179999999999995,0.3147,fake-4322-10-blue-left-17214,12,path,10,18.46,4322,0.5782,0.3147
blue,0.40080000000000005,0.3304,fake-4322-10-blue-left-17214,13,path,10,20.0,4322,0.5992,0.3304
blue,0.565,0.3707,fake-4322-10-blue-left-17214,0,shot,10,4.62,4322,0.435,0.3707
blue,0.6572,0.6249,fake-294-10-blue-right-59973,0,path,10,0.0,294,0.3428,0.6249
blue,0.637,0.6602,fake-294-10-blue-right-59973,1,path,10,1.82,294,0.363,0.6602
blue,0.6002000000000001,0.6768,fake-294-10-blue-right-59973,2,path,10,3.64,294,0.3998,0.6768
blue,0.5614,0.6828,fake-294-10-blue-right-59973,3,path,10,5.45,294,0.4386,0.6828
blue,0.5186,0.7278,fake-294-10-blue-right-59973,4,path,10,7.27,294,0.4814,0.7278
blue,0.5369999999999999,0.7332,fake-294-10-blue-right-59973,5,path,10,9.09,294,0.463,0.7332
blue,0.49460000000000004,0.7726,fake-294-10-blue-right-59973,6,path,10,10.91,294,0.5054,0.7726
blue,0.4578,0.7475,fake-294-10-blue-right-59973,7,path,10,12.73,294,0.5422,0.7475
blue,0.4942,0.7586,fake-294-10-blue-right-59973,8,path,10,14.55,294,0.5058,0.7586
blue,0.46199999999999997,0.726,fake-294-10-blue-right-59973,9,path,10,16.36,294,0.538,0.726
blue,0.4124,0.7444,fake-294-10-blue-right-59973,10,path,10,18.18,294,0.5876,0.7444
blue,0.39949999999999997,0.7345,fake-294-10-blue-right-59973,11,path,10,20.0,294,0.6005,0.7345
blue,0.4942,0.7586,fake-294-10-blue-right-59973,0,shot,10,14.55,294,0.5058,0.7586
blue,0.4124,0.7444,fake-294-10-blue-right-59973,1,shot,10,18.18,294,0.5876,0.7444
blue,0.6746,0.3905,fake-5089-10-blue-left-46646,0,path,10,0.0,5089,0.3254,0.3905
blue,0.6437999999999999,0.4057,fake-5089-10-blue-left-46646,1,path,10,2.0,5089,0.3562,0.4057
blue,0.5755,0.4027,fake-5089-10-blue-left-46646,2,path,10,4.0,5089,0.4245,0.4027
blue,0.5621,0.3984,fake-5089-10-blue-left-46646,3,path,10,6.0,5089,0.4379,0.3984
blue,0.5335,0.3986,fake-5089-10-blue-left-46646,4,path,10,8.0,5089,0.4665,0.3986
blue,0.5411,0.4062,fake-5089-10-blue-left-46646,5,path,10,10.0,5089,0.4589,0.4062
blue,0.5091,0.3776,fake-5089-10-blue-left-46646,6,path,10,12.0,5089,0.4909,0.3776
blue,0.4589,0.3751,fake-5089-10-blue-left-46646,7,path,10,14.0,5089,0.5411,0.3751
blue,0.42300000000000004,0.327,fake-5089-10-blue-left-46646,8,path,10,16.0,5089,0.577,0.327
blue,0.4155,0.3142,fake-5089-10-blue-left-46646,9,path,10,18.0,5089,0.5845,0.3142
blue,0.3943,0.2774,fake-5089-10-blue-left-46646,10,path,10,20.0,5089,0.6057,0.2774
blue,0.5091,0.3776,fake-5089-10-blue-left-46646,0,shot,10,12.0,5089,0.4909,0.3776
red,0.7189,0.5576,fake-5669-11-red-center-30253,0,path,11,0.0,5669,0.7189,0.5576
red,0.6356,0.5573,fake-5669-11-red-center-30253,1,path,11,2.0,5669,0.6356,0.5573
red,0.6511,0.5572,fake-5669-11-red-center-30253,2,path,11,4.0,5669,0.6511,0.5572
red,0.6308,0.5921,fake-5669-11-red-center-30253,3,path,11,6.0,5669,0.6308,0.5921
red,0.5795,0.5784,fake-5669-11-red-center-30253,4,path,11,8.0,5669,0.5795,0.5784
red,0.5388,0.5648,fake-5669-11-red-center-30253,5,path,11,10.0,5669,0.5388,0.5648
red,0.5496,0.5366,fake-5669-11-red-center-30253,6,path,11,12.0,5669,0.5496,0.5366
red,0.5093,0.5275,fake-5669-11-red-center-30253,7,path,11,14.0,5669,0.5093,0.5275
red,0.4717,0.4937,fake-5669-11-red-center-30253,8,path,11,16.0,5669,0.4717,0.4937
red,0.4666,0.4764,fake-5669-11-red-center-30253,9,path,11,18.0,5669,0.4666,0.4764
red,0.4243,0.4366,fake-5669-11-red-center-30253,10,path,11,20.0,5669,0.4243,0.4366
red,0.5388,0.5648,fake-5669-11-red-center-30253,0,shot,11,10.0,5669,0.5388,0.5648
red,0.5496,0.5366,fake-5669-11-red-center-30253,1,shot,11,12.0,5669,0.5496,0.5366
red,0.7087,0.3466,fake-4501-11-red-left-15541,0,path,11,0.0,4501,0.7087,0.3466
red,0.6708,0.3357,fake-4501-11-red-left-15541,1,path,11,1.43,4501,0.6708,0.3357
red,0.6652,0.3646,fake-4501-11-red-left-15541,2,path,11,2.86,4501,0.6652,0.3646
red,0.6298,0.3599,fake-4501-11-red-left-15541,3,path,11,4.29,4501,0.6298,0.3599
red,0.5996,0.3846,fake-4501-11-red-left-15541,4,path,11,5.71,4501,0.5996,0.3846
red,0.5967,0.3771,fake-4501-11-red-left-15541,5,path,11,7.14,4501,0.5967,0.3771
red,0.5497,0.4096,fake-4501-11-red-left-15541,6,path,11,8.57,4501,0.5497,0.4096
red,0.5298,0.3995,fake-4501-11-red-left-15541,7,path,11,10.0,4501,0.5298,0.3995
red,0.5328,0.3974,fake-4501-11-red-left-15541,8,path,11,11.43,4501,0.5328,0.3974
red,0.4841,0.4026,fake-4501-11-red-left-15541,9,path,11,12.86,4501,0.4841,0.4026
red,0.5263,0.3718,fake-4501-11-red-left-15541,10,path,11,14.29,4501,0.5263,0.3718
red,0.497,0.3593,fake-4501-11-red-left-15541,11,path,11,15.71,4501,0.497,0.3593
red,0.4383,0.3508,fake-4501-11-red-left-15541,12,path,11,17.14,4501,0.4383,0.3508
red,0.4714,0.3367,fake-4501-11-red-left-15541,13,path,11,18.57,4501,0.4714,0.3367
red,0.4062,0.3151,fake-4501-11-red-left-15541,14,path,11,20.0,4501,0.4062,0.3151
red,0.5497,0.4096,fake-4501-11-red-left-15541,0,shot,11,8.57,4501,0.5497,0.4096
red,0.6666,0.6722,fake-2710-11-red-right-33898,0,path,11,0.0,2710,0.6666,0.6722
red,0.6424,0.6893,fake-2710-11-red-right-33898,1,path,11,2.22,2710,0.6424,0.6893
red,0.6166,0.7247,fake-2710-11-red-right-33898,2,path,11,4.44,2710,0.6166,0.7247
red,0.553,0.7257,fake-2710-11-red-right-33898,3,path,11,6.67,2710,0.553,0.7257
red,0.558,0.7618,fake-2710-11-red-right-33898,4,path,11,8.89,2710,0.558,0.7618
red,0.5081,0.7559,fake-2710-11-red-right-33898,5,path,11,11.11,2710,0.5081,0.7559
red,0.4843,0.7561,fake-2710-11-red-right-33898,6,path,11,13.33,2710,0.4843,0.7561
red,0.4949,0.7064,fake-2710-11-red-right-33898,7,path,11,15.56,2710,0.4949,0.7064
red,0.4611,0.6965,fake-2710-11-red-right-33898,8,path,11,17.78,2710,0.4611,0.6965
red,0.4107,0.6803,fake-2710-11-red-right-33898,9,path,11,20.0,2710,0.4107,0.6803
red,0.4949,0.7064,fake-2710-11-red-right-33898,0,shot,11,15.56,2710,0.4949,0.7064
blue,0.6796,0.2969,fake-7230-11-blue-left-28960,0,path,11,0.0,7230,0.3204,0.2969
blue,0.5911,0.3339,fake-7230-11-blue-left-28960,1,path,11,2.22,7230,0.4089,0.3339
blue,0.5825,0.3785,fake-7230-11-blue-left-28960,2,path,11,4.44,7230,0.4175,0.3785
blue,0.5792999999999999,0.4018,fake-7230-11-blue-left-28960,3,path,11,6.67,7230,0.4207,0.4018
blue,0.5045,0.4272,fake-7230-11-blue-left-28960,4,path,11,8.89,7230,0.4955,0.4272
blue,0.48150000000000004,0.4354,fake-7230-11-blue-left-28960,5,path,11,11.11,7230,0.5185,0.4354
blue,0.4831,0.4109,fake-7230-11-blue-left-28960,6,path,11,13.33,7230,0.5169,0.4109
blue,0.46640000000000004,0.3725,fake-7230-11-blue-left-28960,7,path,11,15.56,7230,0.5336,0.3725
blue,0.41290000000000004,0.3691,fake-7230-11-blue-left-28960,8,path,11,17.78,7230,0.5871,0.3691
blue,0.40380000000000005,0.3614,fake-7230-11-blue-left-28960,9,path,11,20.0,7230,0.5962,0.3614
blue,0.5792999999999999,0.4018,fake-7230-11-blue-left-28960,0,shot,11,6.67,7230,0.4207,0.4018
blue,0.46640000000000004,0.3725,fake-7230-11-blue-left-28960,1,shot,11,15.56,7230,0.5336,0.3725
blue,0.6619999999999999,0.5218,fake-4-11-blue-center-69643,0,path,11,0.0,4,0.338,0.5218
blue,0.599,0.5559,fake-4-11-blue-center-69643,1,path,11,2.0,4,0.401,0.5559
blue,0.5867,0.5618,fake-4-11-blue-center-69643,2,path,11,4.0,4,0.4133,0.5618
blue,0.597,0.582,fake-4-11-blue-center-69643,3,path,11,6.0,4,0.403,0.582
blue,0.5241,0.6031,fake-4-11-blue-center-69643,4,path,11,8.0,4,0.4759,0.6031
blue,0.5257000000000001,0.6045,fake-4-11-blue-center-69643,5,path,11,10.0,4,0.4743,0.6045
blue,0.481,0.5756,fake-4-11-blue-center-69643,6,path,11,12.0,4,0.519,0.5756
blue,0.4931,0.5562,fake-4-11-blue-center-69643,7,path,11,14.0,4,0.5069,0.5562
blue,0.43910000000000005,0.5275,fake-4-11-blue-center-69643,8,path,11,16.0,4,0.5609,0.5275
blue,0.45120000000000005,0.4806,fake-4-11-blue-center-69643,9,path,11,18.0,4,0.5488,0.4806
blue,0.41800000000000004,0.4753,fake-4-11-blue-center-69643,10,path,11,20.0,4,0.582,0.4753
blue,0.5241,0.6031,fake-4-11-blue-center-69643,0,shot,11,8.0,4,0.4759,0.6031
blue,0.4931,0.5562,fake-4-11-blue-center-69643,1,shot,11,14.0,4,0.5069,0.5562
blue,0.45120000000000005,0.4806,fake-4-11-blue-center-69643,2,shot,11,18.0,4,0.5488,0.4806
blue,0.6646000000000001,0.7134,fake-4415-11-blue-right-22202,0,path,11,0.0,4415,0.3354,0.7134
blue,0.5988,0.6966,fake-4415-11-blue-right-22202,1,path,11,1.82,4415,0.4012,0.6966
blue,0.6049,0.7235,fake-4415-11-blue-right-22202,2,path,11,3.64,4415,0.3951,0.7235
blue,0.5705,0.7263,fake-4415-11-blue-right-22202,3,path,11,5.45,4415,0.4295,0.7263
blue,0.5428,0.7405,fake-4415-11-blue-right-22202,4,path,11,7.27,4415,0.4572,0.7405
blue,0.5413,0.744,fake-4415-11-blue-right-22202,5,path,11,9.09,4415,0.4587,0.744
blue,0.5331,0.7128,fake-4415-11-blue-right-22202,6,path,11,10.91,4415,0.4669,0.7128
blue,0.5028,0.7124,fake-4415-11-blue-right-22202,7,path,11,12.73,4415,0.4972,0.7124
blue,0.46230000000000004,0.6771,fake-4415-11-blue-right-22202,8,path,11,14.55,4415,0.5377,0.6771
blue,0.4555,0.668,fake-4415-11-blue-right-22202,9,path,11,16.36,4415,0.5445,0.668
blue,0.4041,0.6632,fake-4415-11-blue-right-22202,10,path,11,18.18,4415,0.5959,0.6632
blue,0.3941,0.6362,fake-4415-11-blue-right-22202,11,path,11,20.0,4415,0.6059,0.6362
blue,0.6049,0.7235,fake-4415-11-blue-right-22202,0,shot,11,3.64,4415,0.3951,0.7235
blue,0.46230000000000004,0.6771,fake-4415-11-blue-right-22202,1,shot,11,14.55,4415,0.5377,0.6771
red,0.6688,0.347,fake-9696-12-red-left-36452,0,path,12,0.0,9696,0.6688,0.347
red,0.6903,0.3707,fake-9696-12-red-left-36452,1,path,12,1.67,9696,0.6903,0.3707
red,0.6643,0.365,fake-9696-12-red-left-36452,2,path,12,3.33,9696,0.6643,0.365
red,0.6113,0.3516,fake-9696-12-red-left-36452,3,path,12,5.0,9696,0.6113,0.3516
red,0.5731,0.3836,fake-9696-12-red-left-36452,4,path,12,6.67,9696,0.5731,0.3836
red,0.563,0.4247,fake-9696-12-red-left-36452,5,path,12,8.33,9696,0.563,0.4247
red,0.5127,0.3916,fake-9696-12-red-left-36452,6,path,12,10.0,9696,0.5127,0.3916
red,0.5065,0.4081,fake-9696-12-red-left-36452,7,path,12,11.67,9696,0.5065,0.4081
red,0.552,0.4098,fake-9696-12-red-left-36452,8,path,12,13.33,9696,0.552,0.4098
red,0.5257,0.3439,fake-9696-12-red-left-36452,9,path,12,15.0,9696,0.5257,0.3439
red,0.4534,0.3762,fake-9696-12-red-left-36452,10,path,12,16.67,9696,0.4534,0.3762
red,0.4864,0.3463,fake-9696-12-red-left-36452,11,path,12,18.33,9696,0.4864,0.3463
red,0.465,0.3481,fake-9696-12-red-left-36452,12,path,12,20.0,9696,0.465,0.3481
red,0.563,0.4247,fake-9696-12-red-left-36452,0,shot,12,8.33,9696,0.563,0.4247
red,0.4864,0.3463,fake-9696-12-red-left-36452,1,shot,12,18.33,9696,0.4864,0.3463
red,0.6643,0.6727,fake-6072-12-red-right-27887,0,path,12,0.0,6072,0.6643,0.6727
red,0.6517,0.6664,fake-6072-12-red-right-27887,1,path,12,2.22,6072,0.6517,0.6664
red,0.6328,0.6832,fake-6072-12-red-right-27887,2,path,12,4.44,6072,0.6328,0.6832
red,0.5515,0.7106,fake-6072-12-red-right-27887,3,path,12,6.67,6072,0.5515,0.7106
red,0.5762,0.7374,fake-6072-12-red-right-27887,4,path,12,8.89,6072,0.5762,0.7374
red,0.5669,0.7449,fake-6072-12-red-right-27887,5,path,12,11.11,6072,0.5669,0.7449
red,0.4737,0.7372,fake-6072-12-red-right-27887,6,path,12,13.33,6072,0.4737,0.7372
red,0.4666,0.7236,fake-6072-12-red-right-27887,7,path,12,15.56,6072,0.4666,0.7236
red,0.4561,0.6955,fake-6072-12-red-right-27887,8,path,12,17.78,6072,0.4561,0.6955
red,0.4267,0.6891,fake-6072-12-red-right-27887,9,path,12,20.0,6072,0.4267,0.6891
red,0.4737,0.7372,fake-6072-12-red-right-27887,0,shot,12,13.33,6072,0.4737,0.7372
red,0.7079,0.2905,fake-9505-12-red-left-97873,0,path,12,0.0,9505,0.7079,0.2905
red,0.6658,0.3445,fake-9505-12-red-left-97873,1,path,12,2.5,9505,0.6658,0.3445
red,0.5822,0.3532,fake-9505-12-red-left-97873,2,path,12,5.0,9505,0.5822,0.3532
red,0.5898,0.383,fake-9505-12-red-left-97873,3,path,12,7.5,9505,0.5898,0.383
red,0.5474,0.3812,fake-9505-12-red-left-97873,4,path,12,10.0,9505,0.5474,0.3812
red,0.5271,0.3789,fake-9505-12-red-left-97873,5,path,12,12.5,9505,0.5271,0.3789
red,0.5079,0.3679,fake-9505-12-red-left-97873,6,path,12,15.0,9505,0.5079,0.3679
red,0.4488,0.3624,fake-9505-12-red-left-97873,7,path,12,17.5,9505,0.4488,0.3624
red,0.4182,0.3673,fake-9505-12-red-left-97873,8,path,12,20.0,9505,0.4182,0.3673
red,0.5474,0.3812,fake-9505-12-red-left-97873,0,shot,12,10.0,9505,0.5474,0.3812
red,0.4488,0.3624,fake-9505-12-red-left-97873,1,shot,12,17.5,9505,0.4488,0.3624
blue,0.6363,0.6681,fake-11096-12-blue-right-34893,0,path,12,0.0,11096,0.3637,0.6681
blue,0.5877,0.6733,fake-11096-12-blue-right-34893,1,path,12,1.82,11096,0.4123,0.6733
blue,0.6042000000000001,0.7037,fake-11096-12-blue-right-34893,2,path,12,3.64,11096,0.3958,0.7037
blue,0.5322,0.7043,fake-11096-12-blue-right-34893,3,path,12,5.45,11096,0.4678,0.7043
blue,0.5664,0.7215,fake-11096-12-blue-right-34893,4,path,12,7.27,11096,0.4336,0.7215
blue,0.5352,0.7638,fake-11096-12-blue-right-34893,5,path,12,9.09,11096,0.4648,0.7638
blue,0.5194,0.7543,fake-11096-12-blue-right-34893,6,path,12,10.91,11096,0.4806,0.7543
blue,0.4848,0.7382,fake-11096-12-blue-right-34893,7,path,12,12.73,11096,0.5152,0.7382
blue,0.48450000000000004,0.7263,fake-11096-12-blue-right-34893,8,path,12,14.55,11096,0.5155,0.7263
blue,0.4635,0.7041,fake-11096-12-blue-right-34893,9,path,12,16.36,11096,0.5365,0.7041
blue,0.4013,0.7108,fake-11096-12-blue-right-34893,10,path,12,18.18,11096,0.5987,0.7108
blue,0.41300000000000003,0.695,fake-11096-12-blue-right-34893,11,path,12,20.0,11096,0.587,0.695
blue,0.4013,0.7108,fake-11096-12-blue-right-34893,0,shot,12,18.18,11096,0.5987,0.7108
blue,0.6376999999999999,0.6245,fake-1836-12-blue-right-90091,0,path,12,0.0,1836,0.3623,0.6245
blue,0.619,0.6539,fake-1836-12-blue-right-90091,1,path,12,2.5,1836,0.381,0.6539
blue,0.5807,0.705,fake-1836-12-blue-right-90091,2,path,12,5.0,1836,0.4193,0.705
blue,0.5154000000000001,0.7723,fake-1836-12-blue-right-90091,3,path,12,7.5,1836,0.4846,0.7723
blue,0.5186999999999999,0.7856,fake-1836-12-blue-right-90091,4,path,12,10.0,1836,0.4813,0.7856
blue,0.4992,0.7781,fake-1836-12-blue-right-90091,5,path,12,12.5,1836,0.5008,0.7781
blue,0.49750000000000005,0.7409,fake-1836-12-blue-right-90091,6,path,12,15.0,1836,0.5025,0.7409
blue,0.45820000000000005,0.7528,fake-1836-12-blue-right-90091,7,path,12,17.5,1836,0.5418,0.7528
blue,0.3971,0.6972,fake-1836-12-blue-right-90091,8,path,12,20.0,1836,0.6029,0.6972
blue,0.5807,0.705,fake-1836-12-blue-right-90091,0,shot,12,5.0,1836,0.4193,0.705
blue,0.5186999999999999,0.7856,fake-1836-12-blue-right-90091,1,shot,12,10.0,1836,0.4813,0.7856
blue,0.45820000000000005,0.7528,fake-1836-12-blue-right-90091,2,shot,12,17.5,1836,0.5418,0.7528
red,0.716,0.4848,fake-3476-13-red-center-26502,0,path,13,0.0,3476,0.716,0.4848
red,0.6238,0.5316,fake-3476-13-red-center-26502,1,path,13,2.22,3476,0.6238,0.5316
red,0.6459,0.5174,fake-3476-13-red-center-26502,2,path,13,4.44,3476,0.6459,0.5174
red,0.6072,0.5629,fake-3476-13-red-center-26502,3,path,13,6.67,3476,0.6072,0.5629
red,0.546,0.559,fake-3476-13-red-center-26502,4,path,13,8.89,3476,0.546,0.559
red,0.5558,0.5542,fake-3476-13-red-center-26502,5,path,13,11.11,3476,0.5558,0.5542
red,0.5038,0.5651,fake-3476-13-red-center-26502,6,path,13,13.33,3476,0.5038,0.5651
red,0.5032,0.5447,fake-3476-13-red-center-26502,7,path,13,15.56,3476,0.5032,0.5447
red,0.4614,0.502,fake-3476-13-red-center-26502,8,path,13,17.78,3476,0.4614,0.502
red,0.3967,0.5016,fake-3476-13-red-center-26502,9,path,13,20.0,3476,0.3967,0.5016
red,0.6072,0.5629,fake-3476-13-red-center-26502,0,shot,13,6.67,3476,0.6072,0.5629
red,0.546,0.559,fake-3476-13-red-center-26502,1,shot,13,8.89,3476,0.546,0.559
red,0.7241,0.313,fake-2584-13-red-left-13587,0,path,13,0.0,2584,0.7241,0.313
red,0.6057,0.2995,fake-2584-13-red-left-13587,1,path,13,1.67,2584,0.6057,0.2995
red,0.6155,0.3306,fake-2584-13-red-left-13587,2,path,13,3.33,2584,0.6155,0.3306
red,0.6065,0.3727,fake-2584-13-red-left-13587,3,path,13,5.0,2584,0.6065,0.3727
red,0.6495,0.3922,fake-2584-13-red-left-13587,4,path,13,6.67,2584,0.6495,0.3922
red,0.5513,0.4259,fake-2584-13-red-left-13587,5,path,13,8.33,2584,0.5513,0.4259
red,0.5127,0.4356,fake-2584-13-red-left-13587,6,path,13,10.0,2584,0.5127,0.4356
red,0.5425,0.4125,fake-2584-13-red-left-13587,7,path,13,11.67,2584,0.5425,0.4125
red,0.5495,0.3855,fake-2584-13-red-left-13587,8,path,13,13.33,2584,0.5495,0.3855
red,0.5422,0.3642,fake-2584-13-red-left-13587,9,path,13,15.0,2584,0.5422,0.3642
red,0.4943,0.347,fake-2584-13-red-left-13587,10,path,13,16.67,2584,0.4943,0.347
red,0.4906,0.3372,fake-2584-13-red-left-13587,11,path,13,18.33,2584,0.4906,0.3372
red,0.4517,0.3778,fake-2584-13-red-left-13587,12,path,13,20.0,2584,0.4517,0.3778
red,0.6495,0.3922,fake-2584-13-red-left-13587,0,shot,13,6.67,2584,0.6495,0.3922
red,0.5425,0.4125,fake-2584-13-red-left-13587,1,shot,13,11.67,2584,0.5425,0.4125
blue,0.6825,0.523,fake-980-13-blue-center-31162,0,path,13,0.0,980,0.3175,0.523
blue,0.5861000000000001,0.5396,fake-980-13-blue-center-31162,1,path,13,1.54,980,0.4139,0.5396
blue,0.6068,0.5582,fake-980-13-blue-center-31162,2,path,13,3.08,980,0.3932,0.5582
blue,0.5932999999999999,0.5631,fake-980-13-blue-center-31162,3,path,13,4.62,980,0.4067,0.5631
blue,0.5215000000000001,0.567,fake-980-13-blue-center-31162,4,path,13,6.15,980,0.4785,0.567
blue,0.5425,0.5818,fake-980-13-blue-center-31162,5,path,13,7.69,980,0.4575,0.5818
blue,0.5388,0.6107,fake-980-13-blue-center-31162,6,path,13,9.23,980,0.4612,0.6107
blue,0.4921,0.5822,fake-980-13-blue-center-31162,7,path,13,10.77,980,0.5079,0.5822
blue,0.5145,0.5488,fake-980-13-blue-center-31162,8,path,13,12.31,980,0.4855,0.5488
blue,0.4669,0.543,fake-980-13-blue-center-31162,9,path,13,13.85,980,0.5331,0.543
blue,0.46799999999999997,0.5141,fake-980-13-blue-center-31162,10,path,13,15.38,980,0.532,0.5141
blue,0.4699,0.5065,fake-980-13-blue-center-31162,11,path,13,16.92,980,0.5301,0.5065
blue,0.4051,0.4685,fake-980-13-blue-center-31162,12,path,13,18.46,980,0.5949,0.4685
blue,0.4011,0.4965,fake-980-13-blue-center-31162,13,path,13,20.0,980,0.5989,0.4965
blue,0.6068,0.5582,fake-980-13-blue-center-31162,0,shot,13,3.08,980,0.3932,0.5582
blue,0.4699,0.5065,fake-980-13-blue-center-31162,1,shot,13,16.92,980,0.5301,0.5065
blue,0.6759999999999999,0.3256,fake-4999-13-blue-left-18991,0,path,13,0.0,4999,0.324,0.3256
blue,0.6278,0.3441,fake-4999-13-blue-left-18991,1,path,13,1.54,4999,0.3722,0.3441
blue,0.6031,0.3321,fake-4999-13-blue-left-18991,2,path,13,3.08,4999,0.3969,0.3321
blue,0.5972999999999999,0.3531,fake-4999-13-blue-left-18991,3,path,13,4.62,4999,0.4027,0.3531
blue,0.5929,0.3646,fake-4999-13-blue-left-18991,4,path,13,6.15,4999,0.4071,0.3646
blue,0.5638000000000001,0.3691,fake-4999-13-blue-left-18991,5,path,13,7.69,4999,0.4362,0.3691
blue,0.5067999999999999,0.3866,fake-4999-13-blue-left-18991,6,path,13,9.23,4999,0.4932,0.3866
blue,0.5103,0.4071,fake-4999-13-blue-left-18991,7,path,13,10.77,4999,0.4897,0.4071
blue,0.48819999999999997,0.3642,fake-4999-13-blue-left-18991,8,path,13,12.31,4999,0.5118,0.3642
blue,0.4889,0.379,fake-4999-13-blue-left-18991,9,path,13,13.85,4999,0.5111,0.379
blue,0.41090000000000004,0.3465,fake-4999-13-blue-left-18991,10,path,13,15.38,4999,0.5891,0.3465
blue,0.4052,0.3665,fake-4999-13-blue-left-18991,11,path,13,16.92,4999,0.5948,0.3665
blue,0.3992,0.3393,fake-4999-13-blue-left-18991,12,path,13,18.46,4999,0.6008,0.3393
blue,0.4194,0.3536,fake-4999-13-blue-left-18991,13,path,13,20.0,4999,0.5806,0.3536
blue,0.6031,0.3321,fake-4999-13-blue-left-18991,0,shot,13,3.08,4999,0.3969,0.3321
blue,0.3992,0.3393,fake-4999-13-blue-left-18991,1,shot,13,18.46,4999,0.6008,0.3393
blue,0.6249,0.6796,fake-1759-13-blue-right-16890,0,path,13,0.0,1759,0.3751,0.6796
blue,0.6193,0.7081,fake-1759-13-blue-right-16890,1,path,13,1.67,1759,0.3807,0.7081
blue,0.5969,0.7271,fake-1759-13-blue-right-16890,2,path,13,3.33,1759,0.4031,0.7271
blue,0.5455,0.7005,fake-1759-13-blue-right-16890,3,path,13,5.0,1759,0.4545,0.7005
blue,0.5662,0.7295,fake-1759-13-blue-right-16890,4,path,13,6.67,1759,0.4338,0.7295
blue,0.5121,0.7281,fake-1759-13-blue-right-16890,5,path,13,8.33,1759,0.4879,0.7281
blue,0.5018,0.7583,fake-1759-13-blue-right-16890,6,path,13,10.0,1759,0.4982,0.7583
blue,0.5338,0.7282,fake-1759-13-blue-right-16890,7,path,13,11.67,1759,0.4662,0.7282
blue,0.4516,0.7217,fake-1759-13-blue-right-16890,8,path,13,13.33,1759,0.5484,0.7217
blue,0.4807,0.6977,fake-1759-13-blue-right-16890,9,path,13,15.0,1759,0.5193,0.6977
blue,0.4152,0.6955,fake-1759-13-blue-right-16890,10,path,13,16.67,1759,0.5848,0.6955
blue,0.44210000000000005,0.6532,fake-1759-13-blue-right-16890,11,path,13,18.33,1759,0.5579,0.6532
blue,0.42769999999999997,0.6518,fake-1759-13-blue-right-16890,12,path,13,20.0,1759,0.5723,0.6518
blue,0.5969,0.7271,fake-1759-13-blue-right-16890,0,shot,13,3.33,1759,0.4031,0.7271
blue,0.5018,0.7583,fake-1759-13-blue-right-16890,1,shot,13,10.0,1759,0.4982,0.7583
red,0.6874,0.5095,fake-6904-14-red-center-27295,0,path,14,0.0,6904,0.6874,0.5095
red,0.6982,0.5471,fake-6904-14-red-center-27295,1,path,14,1.43,6904,0.6982,0.5471
red,0.6254,0.5564,fake-6904-14-red-center-27295,2,path,14,2.86,6904,0.6254,0.5564
red,0.6155,0.5644,fake-6904-14-red-center-27295,3,path,14,4.29,6904,0.6155,0.5644
red,0.6187,0.5729,fake-6904-14-red-center-27295,4,path,14,5.71,6904,0.6187,0.5729
red,0.6009,0.5726,fake-6904-14-red-center-27295,5,path,14,7.14,6904,0.6009,0.5726
red,0.536,0.5573,fake-6904-14-red-center-27295,6,path,14,8.57,6904,0.536,0.5573
red,0.5694,0.5908,fake-6904-14-red-center-27295,7,path,14,10.0,6904,0.5694,0.5908
